id	level1	level2	level3	level4	level5
1342519837730471936	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1342518720736985088	NOT-ABUSIVE				
1342506710494281728	NOT-ABUSIVE				
1342506673156587520	NOT-ABUSIVE				
1342488274347110401	NOT-ABUSIVE				
1342470666633805828	NOT-ABUSIVE				
1342426782000173056	ABUS	IND			
1342424057820700673	NOT-ABUSIVE				
1342420479672520707	NOT-ABUSIVE				
1342410524689117184	ABUS	IND			
1342372003731410944	NOT-ABUSIVE				
1342338037460692993	NOT-ABUSIVE				
1342253548910891010	NOT-ABUSIVE				
1342209648116576272	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1342096101592195073	NOT-ABUSIVE				
1342088897640230912	NOT-ABUSIVE				
1342085990190620674	NOT-ABUSIVE				
1342078633746313216	NOT-ABUSIVE				
1342069724641898497	ABUS	OTHERS			
1342042652267700225	NOT-ABUSIVE				
1342024719940399104	NOT-ABUSIVE				
1342002889221414913	NOT-ABUSIVE				
1341828567563444233	NOT-ABUSIVE				
1341796700030193666	NOT-ABUSIVE				
1341789382521606150	NOT-ABUSIVE				
1341766454996250626	NOT-ABUSIVE				
1341679958658142209	NOT-ABUSIVE				
1341625491036499968	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1341550219595554816	NOT-ABUSIVE				
1341471874702856197	NOT-ABUSIVE				
1341443632512049155	NOT-ABUSIVE				
1341440608544710656	ABUS	IND			
1341430267953688578	NOT-ABUSIVE				
1341390303027224580	NOT-ABUSIVE				
1341364534464946176	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1341346943268761600	ABUS	IND			
1341332479723122690	NOT-ABUSIVE				
1341110975047602178	ABUS	IND; OTHERS; GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1341088676353363969	NOT-ABUSIVE				
1341079528278548480	ABUS	IND; OTHERS			
1341036930797105153	ABUS	OTHERS			
1341008606599233537	NOT-ABUSIVE				
1340961249979449344	NOT-ABUSIVE				
1340925908614602753	NOT-ABUSIVE				
1340811497048596481	NOT-ABUSIVE				
1340802497552723969	ABUS	IND			
1340787540538888194	NOT-ABUSIVE				
1340783793498689539	NOT-ABUSIVE				
1340765085179015170	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340750997656887303	NOT-ABUSIVE				
1340748878140862467	NOT-ABUSIVE				
1340732514894229504	NOT-ABUSIVE				
1340721378790678530	NOT-ABUSIVE				
1340675906248044544	NOT-ABUSIVE				
1340662391231696897	NOT-ABUSIVE				
1340649395776270342	NOT-ABUSIVE				
1340641046376689664	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1340603208549474306	ABUS	IND			
1340584061035827201	NOT-ABUSIVE				
1340561044268343296	ABUS	IND			
1340413168422666241	NOT-ABUSIVE				
1340350382158077952	NOT-ABUSIVE				
1340333777663520770	NOT-ABUSIVE				
1340314715109683200	NOT-ABUSIVE				
1340306362539126784	NOT-ABUSIVE				
1340266416071696385	NOT-ABUSIVE				
1340189809252442112	NOT-ABUSIVE				
1340022093719715840	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1340021686326968320	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1339948535425351683	NOT-ABUSIVE				
1339930313410097154	NOT-ABUSIVE				
1339914643020656642	ABUS	OTHERS			
1339909581418471424	NOT-ABUSIVE				
1339887753677385729	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	DEROGATION&DEHUMANIZATION
1339834819094732802	NOT-ABUSIVE				
1339830050284253186	NOT-ABUSIVE				
1339624454956191746	NOT-ABUSIVE				
1339565573420814339	NOT-ABUSIVE				
1339548911787257862	NOT-ABUSIVE				
1339523761100513282	NOT-ABUSIVE				
1339522109442179079	NOT-ABUSIVE				
1339494075154751488	NOT-ABUSIVE				
1339481094295580673	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1339351696980500480	NOT-ABUSIVE				
1339200243519418368	ABUS	GROUP; GROUP	RELIGIOUS-HATE; RELIGIOUS-HATE	ANTI-JUDAISM; ANTI-ISLAM	ANIMOSITY; ANIMOSITY
1339191490279591937	NOT-ABUSIVE				
1339184853133254657	NOT-ABUSIVE				
1339134043959517184	ABUS	GROUP	OTHER		
1339111226559881216	NOT-ABUSIVE				
1339099604936257536	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1339047691490373632	NOT-ABUSIVE				
1338995396438347776	NOT-ABUSIVE				
1338983001653473282	NOT-ABUSIVE				
1338958298897375235	ABUS	IND			
1338913216961925120	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	DEROGATION&DEHUMANIZATION
1338809476351201285	NOT-ABUSIVE				
1338797836150820864	NOT-ABUSIVE				
1338756476295405569	NOT-ABUSIVE				
1338734083346739202	NOT-ABUSIVE				
1338589069618581506	NOT-ABUSIVE				
1338559974759403525	ABUS	IND			
1338546550948163584	NOT-ABUSIVE				
1338526317478817792	NOT-ABUSIVE				
1338509900348088320	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	DEROGATION&DEHUMANIZATION
1338489277605277697	NOT-ABUSIVE				
1338437047963553792	NOT-ABUSIVE				
1338424801313034240	NOT-ABUSIVE				
1338410471276355586	NOT-ABUSIVE				
1338407573914054656	NOT-ABUSIVE				
1338397574412242945	NOT-ABUSIVE				
1338236346251563008	NOT-ABUSIVE				
1338189289298022400	NOT-ABUSIVE				
1338138402387075073	NOT-ABUSIVE				
1338105095498715142	NOT-ABUSIVE				
1338097750152503297	NOT-ABUSIVE				
1338081469080760321	NOT-ABUSIVE				
1337999465555386370	NOT-ABUSIVE				
1337892249200422914	NOT-ABUSIVE				
1337817032839094273	NOT-ABUSIVE				
1337690428511055874	NOT-ABUSIVE				
1337682633371815936	NOT-ABUSIVE				
1337668597712384005	NOT-ABUSIVE				
1337484017118089216	NOT-ABUSIVE				
1337446863881064451	NOT-ABUSIVE				
1337421577990909952	NOT-ABUSIVE				
1337411910661271557	NOT-ABUSIVE				
1337392792272826372	NOT-ABUSIVE				
1337358971556880384	NOT-ABUSIVE				
1337350287108034561	NOT-ABUSIVE				
1337341162647130113	ABUS	IND			
1337331626792120321	NOT-ABUSIVE				
1337137812018089984	NOT-ABUSIVE				
1337070780534972416	NOT-ABUSIVE				
1337015512635682816	NOT-ABUSIVE				
1337000827224027136	NOT-ABUSIVE				
1336955603005153280	ABUS	UNT			
1336940327891070976	ABUS	OTHERS			
1336940105676824576	NOT-ABUSIVE				
1336818190958145538	NOT-ABUSIVE				
1336812656787927042	NOT-ABUSIVE				
1336648315786682368	ABUS	IND			
1336638090073559040	NOT-ABUSIVE				
1336630658240827392	NOT-ABUSIVE				
1336593515875282944	NOT-ABUSIVE				
1336572617520795651	NOT-ABUSIVE				
1336571956506845184	NOT-ABUSIVE				
1336471014117695490	ABUS	IND			
1336416742147567618	ABUS	UNT			
1336406643207233543	NOT-ABUSIVE				
1336398829185331202	ABUS	IND			
1336271534512549888	NOT-ABUSIVE				
1336270861570101248	NOT-ABUSIVE				
1336265794355748864	NOT-ABUSIVE				
1336207552946851840	NOT-ABUSIVE				
1336203803612295168	NOT-ABUSIVE				
1336058154409463819	NOT-ABUSIVE				
1336011074961805312	NOT-ABUSIVE				
1335961168800837634	ABUS	IND			
1335937460858200066	NOT-ABUSIVE				
1335896595406221313	NOT-ABUSIVE				
1335894610988720129	NOT-ABUSIVE				
1335853780907253760	NOT-ABUSIVE				
1335850399459405825	NOT-ABUSIVE				
1335762150929936384	NOT-ABUSIVE				
1335635793063374850	NOT-ABUSIVE				
1335613156882780163	NOT-ABUSIVE				
1335564565791313920	NOT-ABUSIVE				
1335556965964058624	NOT-ABUSIVE				
1335345591866560513	ABUS	GROUP; GROUP; GROUP; OTHERS	RELIGIOUS-HATE; MISOGYNY; OTHER	ANTI-ISLAM	ANIMOSITY
1335334898001973253	NOT-ABUSIVE				
1335309757347983361	NOT-ABUSIVE				
1335277973486915584	NOT-ABUSIVE				
1335243310525452295	NOT-ABUSIVE				
1335238317974188033	ABUS	OTHERS			
1335124783927881729	NOT-ABUSIVE				
1335047155887828992	NOT-ABUSIVE				
1334984485524430850	NOT-ABUSIVE				
1334970077624606725	NOT-ABUSIVE				
1334967884091695108	NOT-ABUSIVE				
1334956314611552260	NOT-ABUSIVE				
1334918256285650950	ABUS	OTHERS; GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1334894779847553024	NOT-ABUSIVE				
1334884720765775872	NOT-ABUSIVE				
1334880003721453573	NOT-ABUSIVE				
1334854758314745857	NOT-ABUSIVE				
1334854110206709761	NOT-ABUSIVE				
1334813741586788352	ABUS	IND			
1334792916032770049	NOT-ABUSIVE				
1334779752184492032	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1334766444878422017	NOT-ABUSIVE				
1334747445465583616	NOT-ABUSIVE				
1334719416651616256	NOT-ABUSIVE				
1334617459962376198	NOT-ABUSIVE				
1334616098227056646	NOT-ABUSIVE				
1334599223006867458	ABUS	IND; OTHERS			
1334588687963787266	NOT-ABUSIVE				
1334544767775100928	NOT-ABUSIVE				
1334515480791568388	NOT-ABUSIVE				
1334514234684796931	NOT-ABUSIVE				
1334469867282501633	NOT-ABUSIVE				
1334459868162363392	NOT-ABUSIVE				
1334432224230379520	NOT-ABUSIVE				
1334424866683052038	NOT-ABUSIVE				
1.3344E+18	NOT-ABUSIVE				
1334378511998595072	NOT-ABUSIVE				
1334376889641734145	NOT-ABUSIVE				
1334251732575137792	ABUS	GROUP; GROUP	RELIGIOUS-HATE; RELIGIOUS-HATE	ANTI-JUDAISM; ANTI-ISLAM	ANIMOSITY; ANIMOSITY
1334237213123604480	ABUS	IND			
1334185428820373504	NOT-ABUSIVE				
1334117485461839872	NOT-ABUSIVE				
1334067492025741313	ABUS	IND; OTHERS; GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1333902581475799042	ABUS	OTHERS			
1333898207466819590	NOT-ABUSIVE				
1333870916208562177	ABUS	UNT; GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1333856751150653446	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1333851772079775746	ABUS	IND			
1333836450136289280	NOT-ABUSIVE				
1333796878752759809	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1333792972110893063	NOT-ABUSIVE				
1333767925753409536	NOT-ABUSIVE				
1333713200991399936	ABUS	OTHERS			
1333708966807875591	NOT-ABUSIVE				
1333705879028428803	NOT-ABUSIVE				
1333652841819463681	ABUS	OTHERS; GROUP; GROUP	RELIGIOUS-HATE; RELIGIOUS-HATE	ANTI-JUDAISM; ANTI-ISLAM	ANIMOSITY; ANIMOSITY
1344759153127026690	ABUS	OTHERS			
1344721068628602881	NOT-ABUSIVE				
1344676186476183554	NOT-ABUSIVE				
1344636998489927680	NOT-ABUSIVE				
1344606835731542016	NOT-ABUSIVE				
1344566074986164224	NOT-ABUSIVE				
1344560509199200256	NOT-ABUSIVE				
1344555439657263105	NOT-ABUSIVE				
1344539457970692099	NOT-ABUSIVE				
1344493999776813057	NOT-ABUSIVE				
1344421327025922048	NOT-ABUSIVE				
1344403157108088833	NOT-ABUSIVE				
1344397749014425600	NOT-ABUSIVE				
1344387805221412865	NOT-ABUSIVE				
1344373977800560641	NOT-ABUSIVE				
1344369793378430976	ABUS	IND			
1344362805181493248	ABUS	GROUP	OTHER		
1344338972290510848	NOT-ABUSIVE				
1344338177604136961	NOT-ABUSIVE				
1344291434208382976	NOT-ABUSIVE				
1344271494461972483	NOT-ABUSIVE				
1344261686644142080	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	DEROGATION&DEHUMANIZATION
1344246668682817536	ABUS	OTHERS			
1344219396168962048	NOT-ABUSIVE				
1344063480551383044	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1344005476430831617	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1343921240814317571	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	DEROGATION&DEHUMANIZATION
1343919870677807105	ABUS	IND			
1343894410585657344	NOT-ABUSIVE				
1343843328698294272	NOT-ABUSIVE				
1343840428966039554	NOT-ABUSIVE				
1343824242274656257	NOT-ABUSIVE				
1343620752512315394	NOT-ABUSIVE				
1343572197898657792	ABUS	IND			
1343566682082713600	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1343459706174656513	NOT-ABUSIVE				
1343310263970361347	NOT-ABUSIVE				
1343310170957508616	NOT-ABUSIVE				
1343111276482981889	NOT-ABUSIVE				
1343106206269911040	NOT-ABUSIVE				
1342967317639163904	ABUS	IND			
1342851785275416583	NOT-ABUSIVE				
1342838193960398848	NOT-ABUSIVE				
1342791346319405057	NOT-ABUSIVE				
1342606946055184385	NOT-ABUSIVE				
1342497195560460290	NOT-ABUSIVE				
1342482752957014022	NOT-ABUSIVE				
1342429039202603009	NOT-ABUSIVE				
1342104881725906946	ABUS	IND			
1342092886087770113	NOT-ABUSIVE				
1341883172041220096	NOT-ABUSIVE				
1341837725096439810	ABUS	IND			
1341791888404340736	NOT-ABUSIVE				
1341765387172626433	NOT-ABUSIVE				
1341737797976285185	NOT-ABUSIVE				
1341705629958889475	NOT-ABUSIVE				
1341677575479943168	NOT-ABUSIVE				
1341677043415740421	NOT-ABUSIVE				
1341512142177116166	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1341474802511568900	NOT-ABUSIVE				
1341472344871714820	NOT-ABUSIVE				
1341414645119266821	NOT-ABUSIVE				
1340965375035518977	NOT-ABUSIVE				
1340939615138684933	NOT-ABUSIVE				
1340548237443411968	NOT-ABUSIVE				
1340040055612698625	NOT-ABUSIVE				
1339649255707996160	ABUS	IND			
1339535089835896833	NOT-ABUSIVE				
1339269193619951616	NOT-ABUSIVE				
1339163051136839683	NOT-ABUSIVE				
1338865127982915589	NOT-ABUSIVE				
1338850979660218368	NOT-ABUSIVE				
1338485379176009733	NOT-ABUSIVE				
1338395664120762368	NOT-ABUSIVE				
1338146859462909954	NOT-ABUSIVE				
1337767251185954816	NOT-ABUSIVE				
1337532687817576448	NOT-ABUSIVE				
1336369149560442881	NOT-ABUSIVE				
1336341227554263040	NOT-ABUSIVE				
1336317473881083915	NOT-ABUSIVE				
1335493264972128257	ABUS	IND			
1335479499434156032	NOT-ABUSIVE				
1335463917087240192	NOT-ABUSIVE				
1334866345301688322	NOT-ABUSIVE				
1334791041791221760	NOT-ABUSIVE				
1334409984269037573	NOT-ABUSIVE				
1334197992740548611	NOT-ABUSIVE				
1334076625110052865	ABUS	OTHERS			
1333913807257804801	NOT-ABUSIVE				
1333779065019396099	NOT-ABUSIVE				
1333727533834104832	NOT-ABUSIVE				
1344229393292517376	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1335275383755841536	NOT-ABUSIVE				
1344747672922632192	NOT-ABUSIVE				
1344670903507025920	NOT-ABUSIVE				
1344607456287186944	NOT-ABUSIVE				
1344556814134816769	NOT-ABUSIVE				
1344538792762494976	NOT-ABUSIVE				
1344305311893622786	NOT-ABUSIVE				
1344291690606174208	ABUS	IND			
1344229242888851457	NOT-ABUSIVE				
1344211005774159872	NOT-ABUSIVE				
1344014116869038081	NOT-ABUSIVE				
1343976113039671296	NOT-ABUSIVE				
1343887333125341185	NOT-ABUSIVE				
1343867177351393281	NOT-ABUSIVE				
1343697227626274816	NOT-ABUSIVE				
1343671775855583233	NOT-ABUSIVE				
1343663924344979456	ABUS	IND; OTHERS			
1343637547403137024	NOT-ABUSIVE				
1342756877541793792	NOT-ABUSIVE				
1342591225279483907	NOT-ABUSIVE				
1342587174995288071	NOT-ABUSIVE				
1341728489167269891	NOT-ABUSIVE				
1341389188583854080	NOT-ABUSIVE				
1341352057878573056	ABUS	UNT			
1340978969391280128	NOT-ABUSIVE				
1340967720037347329	NOT-ABUSIVE				
1340957204879437825	NOT-ABUSIVE				
1340764881881067524	NOT-ABUSIVE				
1340678585762385921	NOT-ABUSIVE				
1340659295743053824	NOT-ABUSIVE				
1340583774095106050	NOT-ABUSIVE				
1340372475088171010	NOT-ABUSIVE				
1340208969336430592	NOT-ABUSIVE				
1340067829702402049	NOT-ABUSIVE				
1339992107952582656	NOT-ABUSIVE				
1339915274502467584	NOT-ABUSIVE				
1339901060102709248	NOT-ABUSIVE				
1339896474017128448	NOT-ABUSIVE				
1339879816510779392	NOT-ABUSIVE				
1339868814608134145	NOT-ABUSIVE				
1339820418451070978	NOT-ABUSIVE				
1339620988875644928	NOT-ABUSIVE				
1339606775981629440	NOT-ABUSIVE				
1339587439699009536	ABUS	GROUP; GROUP; GROUP	RELIGIOUS-HATE; RELIGIOUS-HATE; RELIGIOUS-HATE	ANTI-CHRISTIANITY; ANTI-JUDAISM; ANTI-ISLAM	ANIMOSITY; ANIMOSITY; ANIMOSITY
1339559899987099648	NOT-ABUSIVE				
1337071083493732358	NOT-ABUSIVE				
1336701898745843714	NOT-ABUSIVE				
1336668682785845251	NOT-ABUSIVE				
1336433526787420160	NOT-ABUSIVE				
1336053936839593991	NOT-ABUSIVE				
1335960880387919873	NOT-ABUSIVE				
1335632163161722883	NOT-ABUSIVE				
1333877087149678595	NOT-ABUSIVE				
1364261134832910340	NOT-ABUSIVE				
1363040871143325697	NOT-ABUSIVE				
1362312277601513472	NOT-ABUSIVE				
1360949954517336064	ABUS	OTHERS			
1359945722712440838	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1359824846528651270	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	DEROGATION&DEHUMANIZATION
1359111382428450817	NOT-ABUSIVE				
1358084801882972160	NOT-ABUSIVE				
1357457375704346627	NOT-ABUSIVE				
1356033624274063361	NOT-ABUSIVE				
1365258942830493705	NOT-ABUSIVE				
1364979700934795271	NOT-ABUSIVE				
1364126894216650760	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1364106299257061378	NOT-ABUSIVE				
1363780631566639104	NOT-ABUSIVE				
1363768747685785600	NOT-ABUSIVE				
1363755077362712578	NOT-ABUSIVE				
1363601056463265792	NOT-ABUSIVE				
1363598200192573445	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1363582980023844867	NOT-ABUSIVE				
1363502659270045698	NOT-ABUSIVE				
1363457795358662658	NOT-ABUSIVE				
1363451208359415812	NOT-ABUSIVE				
1363437930853892099	NOT-ABUSIVE				
1363286201449512960	ABUS	IND			
1363244765307879424	NOT-ABUSIVE				
1363230600216387587	NOT-ABUSIVE				
1363167553787473924	NOT-ABUSIVE				
1362879111472029700	NOT-ABUSIVE				
1362878630800592896	NOT-ABUSIVE				
1362846824671940612	NOT-ABUSIVE				
1362730294047105024	NOT-ABUSIVE				
1362668983036616706	NOT-ABUSIVE				
1362518519024414721	NOT-ABUSIVE				
1362506432092987404	NOT-ABUSIVE				
1362501085911482377	NOT-ABUSIVE				
1362478173963898882	NOT-ABUSIVE				
1362385200387411971	NOT-ABUSIVE				
1362374675158941701	NOT-ABUSIVE				
1362264058351656964	NOT-ABUSIVE				
1362194245717737473	ABUS	OTHERS			
1362100935078641669	NOT-ABUSIVE				
1361476896471580680	NOT-ABUSIVE				
1361380226262052865	NOT-ABUSIVE				
1361009774083637253	NOT-ABUSIVE				
1360269733539504131	NOT-ABUSIVE				
1360241374432477190	NOT-ABUSIVE				
1359638147525709824	NOT-ABUSIVE				
1359255519622529025	NOT-ABUSIVE				
1357440894446804995	NOT-ABUSIVE				
1357323397882118144	NOT-ABUSIVE				
1356725561394143241	NOT-ABUSIVE				
1356586781936918530	NOT-ABUSIVE				
1356538680270344193	NOT-ABUSIVE				
1356511599532642304	NOT-ABUSIVE				
1356298063850188801	NOT-ABUSIVE				
1356257169272926209	NOT-ABUSIVE				
1377929439254876160	ABUS	IND			
1385214331697213444	NOT-ABUSIVE				
1385113247393751041	NOT-ABUSIVE				
1385108056699252739	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1385092772605173760	ABUS	IND; OTHERS			
1384997662156627972	NOT-ABUSIVE				
1384969895780225030	NOT-ABUSIVE				
1384955004579164160	NOT-ABUSIVE				
1384909079680884740	ABUS	GROUP; GROUP; GROUP; GROUP	RACISM; RELIGIOUS-HATE; RELIGIOUS-HATE; OTHER	ANTI-JUDAISM; ANTI-ISLAM	ANIMOSITY; ANIMOSITY
1384903530012712964	NOT-ABUSIVE				
1384897096776626177	ABUS	OTHERS			
1384879875899772933	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1384876921662709760	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1384874023474057224	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1384861703368757248	NOT-ABUSIVE				
1384846279000399879	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1384845874249887750	NOT-ABUSIVE				
1384845233452634114	ABUS	IND			
1384834430607499266	NOT-ABUSIVE				
1384814110450360321	NOT-ABUSIVE				
1384805670625611777	ABUS	GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1384790047631855616	NOT-ABUSIVE				
1384789041233682432	ABUS	IND; GROUP	RELIGIOUS-HATE	ANTI-CHRISTIANITY	ANIMOSITY
1384773479136911361	NOT-ABUSIVE				
1380105270517436416	NOT-ABUSIVE				
1378961565731450882	NOT-ABUSIVE				
1378913616309682176	NOT-ABUSIVE				
1378623257054744578	NOT-ABUSIVE				
1387721394834788359	NOT-ABUSIVE				
1387400150738423811	NOT-ABUSIVE				
1386356794323263494	NOT-ABUSIVE				
1386355498606370816	NOT-ABUSIVE				
1385128784395898880	NOT-ABUSIVE				
1384441762375208960	NOT-ABUSIVE				
1383041749879291905	NOT-ABUSIVE				
1381665277486698498	NOT-ABUSIVE				
1381584209605722112	NOT-ABUSIVE				
1381187622916198401	NOT-ABUSIVE				
1380880117782691842	NOT-ABUSIVE				
1380871223412989962	NOT-ABUSIVE				
1380485805270040578	NOT-ABUSIVE				
1380432300207378432	NOT-ABUSIVE				
1380064957182656513	ABUS	IND			
1379877290595774466	NOT-ABUSIVE				
1379742556729319425	NOT-ABUSIVE				
1379538645795897351	NOT-ABUSIVE				
1379517059026059266	NOT-ABUSIVE				
1379427534664704005	NOT-ABUSIVE				
1379326494703505408	NOT-ABUSIVE				
1379229455558803457	NOT-ABUSIVE				
1379202058855854081	NOT-ABUSIVE				
1379167559002509321	ABUS	IND			
1379165237761413135	NOT-ABUSIVE				
1379124269871955974	NOT-ABUSIVE				
1378998605487484930	NOT-ABUSIVE				
1378992314836791300	NOT-ABUSIVE				
1378986839470698496	NOT-ABUSIVE				
1378072982812303367	NOT-ABUSIVE				
1378008220694876164	NOT-ABUSIVE				
1377878708283924483	NOT-ABUSIVE				
1377639112287662080	NOT-ABUSIVE				
1409219647426150406	NOT-ABUSIVE				
1408668403083223042	NOT-ABUSIVE				
1404909144654680080	NOT-ABUSIVE				
1404126730055528449	NOT-ABUSIVE				
1404098195668471815	ABUS	GROUP	RELIGIOUS-HATE	ANTI-ISLAM	ANIMOSITY
1404030242025574401	NOT-ABUSIVE				
1403990901882490881	ABUS	OTHERS			
1403978681442242565	NOT-ABUSIVE				
1403978500059566087	NOT-ABUSIVE				
1403978039755784192	NOT-ABUSIVE				
1403957538698285060	NOT-ABUSIVE				
1403956807710785536	NOT-ABUSIVE				
1403852510302019585	ABUS	UNT			
1403825391471665153	ABUS	OTHERS			
1403804453560520705	NOT-ABUSIVE				
1403751380049858561	NOT-ABUSIVE				
1403738063319224330	NOT-ABUSIVE				
1403722955130015748	NOT-ABUSIVE				
1403699511571238916	NOT-ABUSIVE				
1403698764766982147	ABUS	OTHERS			
1403679982153502723	NOT-ABUSIVE				
1409110336175759363	NOT-ABUSIVE				
1410139654817562627	NOT-ABUSIVE				
1409886537014251528	NOT-ABUSIVE				
1409201554054385666	NOT-ABUSIVE				
1409171086684700682	NOT-ABUSIVE				
1407431042752040970	NOT-ABUSIVE				
