id	level1	level2	level3	level4	level5
1343741073961598976	NOT ABUSIVE				
1385678434785906690	NOT ABUSIVE				
1334480611445182465	NOT ABUSIVE				
1339566465859534848	NOT ABUSIVE				
1340161536850092032	NOT ABUSIVE				
1432419784021454852	ABUSIVE	INDIVIDUAL			
1338179575252180993	ABUSIVE	INDIVIDUAL			
1383780211309760519	NOT ABUSIVE				
1338242538709413888	NOT ABUSIVE				
1378499951370588165	NOT ABUSIVE				
1337548707051474945	NOT ABUSIVE				
1382327912976777222	NOT ABUSIVE				
1403052878391021571	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	DEROGATION AND DEHUMANIZATION
1388227517610225665	ABUSIVE	INDIVIDUAL			
1344264963276251136	NOT ABUSIVE				
1333731256140521472	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	DEROGATION AND DEHUMANIZATION
1337465002501025794	NOT ABUSIVE				
1342586513540968458	NOT ABUSIVE				
1387696411521781762	NOT ABUSIVE				
1338572011791061002	NOT ABUSIVE				
1342235059579998209	NOT ABUSIVE				
1432310539573628928	NOT ABUSIVE				
1334290473482027011	NOT ABUSIVE				
1378773901329588224	NOT ABUSIVE				
1363263579722551296	NOT ABUSIVE				
1340668253417451523	NOT ABUSIVE				
1380661084168843268	ABUSIVE	INDIVIDUAL			
1365384890917740548	NOT ABUSIVE				
1431025207645442050	NOT ABUSIVE				
1338801303368192000	NOT ABUSIVE				
1403087493084241920	NOT ABUSIVE				
1383189155732189185	NOT ABUSIVE				
1403987543318728709	NOT ABUSIVE				
1337349782604484608	NOT ABUSIVE				
1344664746612690944	NOT ABUSIVE				
1337471985434169347	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-CHRISTIANITY	ANIMOSITY
1426883505531723781	NOT ABUSIVE				
1382552604425682944	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1422699630937001985	NOT ABUSIVE				
1422094118931554305	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-JUDAISM	ANIMOSITY
1427408167449858048	NOT ABUSIVE				
1425719574847266816	NOT ABUSIVE				
1343074557939175426	NOT ABUSIVE				
1337866845022523395	NOT ABUSIVE				
1381083847035514882	NOT ABUSIVE				
1335300828635205637	NOT ABUSIVE				
1334267736420196354	NOT ABUSIVE				
1385013086445350912	NOT ABUSIVE				
1343264153243422720	NOT ABUSIVE				
1383715853166800907	NOT ABUSIVE				
1362392146486173696	NOT ABUSIVE				
1423420931309899776	NOT ABUSIVE				
1405939588544315392	NOT ABUSIVE				
1426477745069043714	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-JUDAISM	THREATENING LANGUAGE; DEROGATION AND DEHUMANIZATION
1403763780836864001	NOT ABUSIVE				
1336892207287025670	NOT ABUSIVE				
1377582184563937287	NOT ABUSIVE				
1337803898225000448	NOT ABUSIVE				
1406341680349945857	NOT ABUSIVE				
1337428348583067648	NOT ABUSIVE				
1427038637129076745	ABUSIVE	INDIVIDUAL			
1385090176632856581	NOT ABUSIVE				
1379947410420420608	NOT ABUSIVE				
1338266484728991744	NOT ABUSIVE				
1339366088367288320	NOT ABUSIVE				
1382339249794650117	NOT ABUSIVE				
1342230520596467713	NOT ABUSIVE				
1422311677727547397	NOT ABUSIVE				
1405425765173190661	NOT ABUSIVE				
1382772127988875265	NOT ABUSIVE				
1427609588661211139	NOT ABUSIVE				
1431301847197835266	NOT ABUSIVE				
1429975741953884166	NOT ABUSIVE				
1377565409294090240	NOT ABUSIVE				
1380142531506278416	NOT ABUSIVE				
1339589316872339460	NOT ABUSIVE				
1342539151623774208	NOT ABUSIVE				
1340676741963104256	NOT ABUSIVE				
1424062906581151746	NOT ABUSIVE				
1339237063590232064	NOT ABUSIVE				
1342541760287764480	NOT ABUSIVE				
1337661652427132929	NOT ABUSIVE				
1428512242513989639	NOT ABUSIVE				
1337035729176694784	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1377553496753500165	NOT ABUSIVE				
1380245177097408519	NOT ABUSIVE				
1409844924053344264	NOT ABUSIVE				
1403363576501346309	NOT ABUSIVE				
1334361321471545344	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-CHRISTIANITY	DEROGATION AND DEHUMANIZATION
1334655311823601664	NOT ABUSIVE				
1423793072022990850	NOT ABUSIVE				
1406189512754036744	NOT ABUSIVE				
1335036151233712128	NOT ABUSIVE				
1337496873838419968	NOT ABUSIVE				
1377909098818113539	NOT ABUSIVE				
1379356399184928769	NOT ABUSIVE				
1335989433066278912	NOT ABUSIVE				
1334910546211061760	NOT ABUSIVE				
1337979594784337924	NOT ABUSIVE				
1335228695032770561	NOT ABUSIVE				
1336917936687230978	NOT ABUSIVE				
1339186012543721474	NOT ABUSIVE				
1337621030429450240	NOT ABUSIVE				
1340313345400848389	NOT ABUSIVE				
1340328299378192388	NOT ABUSIVE				
1429598220313837571	NOT ABUSIVE				
1335348589753675777	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1356654125635805185	NOT ABUSIVE				
1339171896903012353	NOT ABUSIVE				
1402351273165217793	NOT ABUSIVE				
1360289752449130497	NOT ABUSIVE				
1337116285897850881	NOT ABUSIVE				
1429432414259097610	NOT ABUSIVE				
1378443043989229568	NOT ABUSIVE				
1381543734601519105	NOT ABUSIVE				
1333815247476494340	NOT ABUSIVE				
1387017180277993473	NOT ABUSIVE				
1338850562020958215	NOT ABUSIVE				
1387595090340859906	NOT ABUSIVE				
1341855005154938885	NOT ABUSIVE				
1337467435260104704	NOT ABUSIVE				
1342708064345059328	NOT ABUSIVE				
1430047489873391647	NOT ABUSIVE				
1378637816440221700	NOT ABUSIVE				
1342455489729331201	NOT ABUSIVE				
1408686396064243715	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1340354811099631624	NOT ABUSIVE				
1387264411224612867	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	DEROGATION AND DEHUMANIZATION
1405740897287905287	NOT ABUSIVE				
1427259943950983171	NOT ABUSIVE				
1384989032791281667	NOT ABUSIVE				
1337518543282331655	NOT ABUSIVE				
1378522052777242624	NOT ABUSIVE				
1341188016195268608	NOT ABUSIVE				
1404131306863202313	NOT ABUSIVE				
1407082783994957830	NOT ABUSIVE				
1344628859166203905	ABUSIVE	INDIVIDUAL			
1334093680026677248	NOT ABUSIVE				
1422558526753357824	NOT ABUSIVE				
1422993462102687748	NOT ABUSIVE				
1335516234897649666	NOT ABUSIVE				
1334970963428069377	NOT ABUSIVE				
1427292710365548545	NOT ABUSIVE				
1409392737942749185	NOT ABUSIVE				
1337629789780209669	NOT ABUSIVE				
1402665329633996802	NOT ABUSIVE				
1427427216749645830	NOT ABUSIVE				
1335221045482188800	NOT ABUSIVE				
1339677657840148481	NOT ABUSIVE				
1408534722251309057	NOT ABUSIVE				
1425891968513630208	NOT ABUSIVE				
1334180957079937026	NOT ABUSIVE				
1340030907097427969	NOT ABUSIVE				
1342490542618390533	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	DEROGATION AND DEHUMANIZATION; ANIMOSITY
1343192623452999682	NOT ABUSIVE				
1344323115657125891	NOT ABUSIVE				
1340018368892596225	NOT ABUSIVE				
1359466971729911808	NOT ABUSIVE				
1401271007374155780	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1336281369312260099	NOT ABUSIVE				
1431387281890451457	NOT ABUSIVE				
1427352554766311433	NOT ABUSIVE				
1401529064733687808	NOT ABUSIVE				
1405493341542780930	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-JUDAISM	ANIMOSITY
1341678284417998849	NOT ABUSIVE				
1400287887736770570	NOT ABUSIVE				
1378639342315347968	NOT ABUSIVE				
1401467939119788033	NOT ABUSIVE				
1344355345712488448	NOT ABUSIVE				
1344651589806661638	NOT ABUSIVE				
1340654991732719617	NOT ABUSIVE				
1343639344087752704	NOT ABUSIVE				
1402244486516854784	NOT ABUSIVE				
1386704247094341634	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	DEROGATION AND DEHUMANIZATION
1356397316438024195	NOT ABUSIVE				
1381827505309372416	NOT ABUSIVE				
1402304688570224653	NOT ABUSIVE				
1342865908621078541	NOT ABUSIVE				
1357518329104134146	NOT ABUSIVE				
1380878988587884546	NOT ABUSIVE				
1338514794828226561	NOT ABUSIVE				
1427993450033467403	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1429959807004405760	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-CHRISTIANITY	DEROGATION AND DEHUMANIZATION
1425819590362230791	NOT ABUSIVE				
1431840921272860672	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-CHRISTIANITY	ANIMOSITY
1428783240442048517	NOT ABUSIVE				
1341527053263384577	NOT ABUSIVE				
1431856101067161601	NOT ABUSIVE				
1410327208036605957	NOT ABUSIVE				
1341172249655701504	NOT ABUSIVE				
1337879261487587330	NOT ABUSIVE				
1339035553518526467	NOT ABUSIVE				
1405524646795964420	NOT ABUSIVE				
1343801437902540800	NOT ABUSIVE				
1425100434281275392	NOT ABUSIVE				
1400968025310855168	NOT ABUSIVE				
1343631629927870464	NOT ABUSIVE				
1343075624030789632	NOT ABUSIVE				
1381855582899015684	NOT ABUSIVE				
1409416652622495747	NOT ABUSIVE				
1424870770287722498	NOT ABUSIVE				
1431884733944774658	NOT ABUSIVE				
1381459250254319618	NOT ABUSIVE				
1339341824637476868	NOT ABUSIVE				
1401201374361051138	NOT ABUSIVE				
1399813045946290187	NOT ABUSIVE				
1422251884396621825	NOT ABUSIVE				
1364261923307585538	NOT ABUSIVE				
1360723171222188032	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-JUDAISM	ANIMOSITY
1358180749892067329	NOT ABUSIVE				
1429990266308546560	NOT ABUSIVE				
1382563065124724738	ABUSIVE	INDIVIDUAL			
1343622470398439424	NOT ABUSIVE				
1341946422598356992	NOT ABUSIVE				
1341590659279544320	NOT ABUSIVE				
1408095137842876417	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	DEROGATION AND DEHUMANIZATION; ANIMOSITY
1334028840834920448	ABUSIVE	GROUP	OTHERS		
1405136644135657474	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1423870607268007940	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-CHRISTIANITY	DEROGATION AND DEHUMANIZATION
1426387544644665346	NOT ABUSIVE				
1339728968778301440	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-CHRISTIANITY	ANIMOSITY
1431990725567123467	ABUSIVE	INDIVIDUAL			
1431951590492033033	NOT ABUSIVE				
1362746304397529089	NOT ABUSIVE				
1341495283939733510	NOT ABUSIVE				
1342882618895986693	NOT ABUSIVE				
1425983204243251201	NOT ABUSIVE				
1422340284810240006	NOT ABUSIVE				
1344099040347246595	NOT ABUSIVE				
1381312231716003841	NOT ABUSIVE				
1360979170239475715	NOT ABUSIVE				
1427654525062635524	NOT ABUSIVE				
1430137902328164352	NOT ABUSIVE				
1427571389679095816	NOT ABUSIVE				
1423773664730783745	NOT ABUSIVE				
1425515934983331847	NOT ABUSIVE				
1342190111933554689	NOT ABUSIVE				
1342557888787722240	NOT ABUSIVE				
1340907664302354432	NOT ABUSIVE				
1343769132668497925	NOT ABUSIVE				
1344051665020846082	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-JUDAISM	ANIMOSITY
1342720481003253760	NOT ABUSIVE				
1386079817968193537	NOT ABUSIVE				
1430371059316916230	NOT ABUSIVE				
1385288085471125506	NOT ABUSIVE				
1340287401151909889	NOT ABUSIVE				
1381713820691783680	NOT ABUSIVE				
1425860099214647298	NOT ABUSIVE				
1406489817328672770	NOT ABUSIVE				
1344309669922267136	NOT ABUSIVE				
1381572089631608832	NOT ABUSIVE				
1430333536389718017	NOT ABUSIVE				
1356290881699995648	NOT ABUSIVE				
1334284292420145153	NOT ABUSIVE				
1360178764848779266	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-CHRISTIANITY	DEROGATION AND DEHUMANIZATION; ANIMOSITY
1343595220865314817	NOT ABUSIVE				
1429495288167870472	NOT ABUSIVE				
1341884310039703553	NOT ABUSIVE				
1379393975673585664	NOT ABUSIVE				
1379602975664922628	NOT ABUSIVE				
1344688763377573890	NOT ABUSIVE				
1383753074766798857	NOT ABUSIVE				
1403341047506391044	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1339380090648465411	NOT ABUSIVE				
1362415802025148423	NOT ABUSIVE				
1432687667804782596	ABUSIVE	INDIVIDUAL			
1342182638333927425	NOT ABUSIVE				
1422751363130343425	NOT ABUSIVE				
1342258854168551425	NOT ABUSIVE				
1342604636361019393	NOT ABUSIVE				
1336653366466908160	NOT ABUSIVE				
1404554747449950208	NOT ABUSIVE				
1428822857262542855	NOT ABUSIVE				
1424834166533804034	NOT ABUSIVE				
1358084741271080961	NOT ABUSIVE				
1426892155361054720	NOT ABUSIVE				
1336329541661253639	NOT ABUSIVE				
1342283560644833280	NOT ABUSIVE				
1362938027656556545	NOT ABUSIVE				
1407653723057307649	NOT ABUSIVE				
1432221567090577409	NOT ABUSIVE				
1378640674216685573	NOT ABUSIVE				
1342450919959617541	NOT ABUSIVE				
1343829849861992449	NOT ABUSIVE				
1340931779633537024	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-JUDAISM	DEROGATION AND DEHUMANIZATION; ANIMOSITY
1363235120321339394	NOT ABUSIVE				
1341849840968470528	NOT ABUSIVE				
1402150879629807618	NOT ABUSIVE				
1383136875221766148	NOT ABUSIVE				
1340706151348858880	NOT ABUSIVE				
1401191929828753409	NOT ABUSIVE				
1342902423816466432	NOT ABUSIVE				
1409151036976078848	NOT ABUSIVE				
1344219127892692992	ABUSIVE	UNTARGETED			
1343887526986182658	NOT ABUSIVE				
1343354012788207619	NOT ABUSIVE				
1405868894846259207	NOT ABUSIVE				
1379025634240782340	NOT ABUSIVE				
1342681479164297217	ABUSIVE	INDIVIDUAL			
1380692221066874883	NOT ABUSIVE				
1423640678366515211	NOT ABUSIVE				
1344084857706655752	NOT ABUSIVE				
1338420588797419520	NOT ABUSIVE				
1341062315928514561	NOT ABUSIVE				
1334420274364772352	NOT ABUSIVE				
1382732418453549063	NOT ABUSIVE				
1381574588883066886	NOT ABUSIVE				
1343263824405794819	ABUSIVE	INDIVIDUAL			
1341372694097379331	NOT ABUSIVE				
1343020943640297472	NOT ABUSIVE				
1378452483840872451	ABUSIVE	INDIVIDUAL			
1428554744906215426	NOT ABUSIVE				
1341147408814780416	NOT ABUSIVE				
1400236668498685952	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-JUDAISM	ANIMOSITY
1377616790717628425	NOT ABUSIVE				
1342373132007456768	NOT ABUSIVE				
1335747978590474240	NOT ABUSIVE				
1336235768906469377	NOT ABUSIVE				
1366119141741105152	NOT ABUSIVE				
1334033993121947648	NOT ABUSIVE				
1339752708350365699	NOT ABUSIVE				
1428605817633349638	NOT ABUSIVE				
1410356092563902467	ABUSIVE	INDIVIDUAL			
1336655303094493184	NOT ABUSIVE				
1344169101518921729	NOT ABUSIVE				
1422701946239168514	NOT ABUSIVE				
1385762913353359368	NOT ABUSIVE				
1429921546827599876	NOT ABUSIVE				
1340831404519616512	NOT ABUSIVE				
1423571141386461184	NOT ABUSIVE				
1379517038608138247	NOT ABUSIVE				
1406278147079872524	NOT ABUSIVE				
1408918152587665415	NOT ABUSIVE				
1339249628655493121	NOT ABUSIVE				
1336194868717236229	NOT ABUSIVE				
1339960343297105920	NOT ABUSIVE				
1334137044189077504	NOT ABUSIVE				
1337792829284814849	NOT ABUSIVE				
1342986554411687936	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-CHRISTIANITY	DEROGATION AND DEHUMANIZATION
1339977461505941510	NOT ABUSIVE				
1402430134645399562	NOT ABUSIVE				
1344218947474882562	NOT ABUSIVE				
1405628651115266054	NOT ABUSIVE				
1381703879650385930	NOT ABUSIVE				
1425767293750030337	NOT ABUSIVE				
1362248366692909057	NOT ABUSIVE				
1380380691511140352	NOT ABUSIVE				
1407709465906974735	NOT ABUSIVE				
1341779751136944133	NOT ABUSIVE				
1401958152262848520	NOT ABUSIVE				
1377762219367272448	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1336740210844045313	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1400714627386908672	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	DEROGATION AND DEHUMANIZATION
1338334017524019202	ABUSIVE	GROUP	RACISM		
1427681036037615629	NOT ABUSIVE				
1430987856286191618	NOT ABUSIVE				
1427398963511107587	NOT ABUSIVE				
1422027321469440002	NOT ABUSIVE				
1336534340784812032	NOT ABUSIVE				
1425864775964237827	NOT ABUSIVE				
1344055063086436354	NOT ABUSIVE				
1337899154899668993	NOT ABUSIVE				
1336360928129003527	NOT ABUSIVE				
1343920170809651202	NOT ABUSIVE				
1344001489719734274	NOT ABUSIVE				
1427293242824044550	NOT ABUSIVE				
1359476395840335875	NOT ABUSIVE				
1339249966653399041	NOT ABUSIVE				
1385284371448356870	NOT ABUSIVE				
1430381455763546115	NOT ABUSIVE				
1400277087886381064	NOT ABUSIVE				
1430128451617529865	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	THREATENING LANGUAGE
1429082188557991936	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	DEROGATION AND DEHUMANIZATION
1340148472633323520	NOT ABUSIVE				
1337403313445195778	NOT ABUSIVE				
1430230809877745667	NOT ABUSIVE				
1339955907543916545	NOT ABUSIVE				
1342109123475857409	NOT ABUSIVE				
1385202590510628865	NOT ABUSIVE				
1335452119017656321	NOT ABUSIVE				
1400435568996200451	NOT ABUSIVE				
1343395031093305344	NOT ABUSIVE				
1356538246537371648	NOT ABUSIVE				
1343601474790551554	NOT ABUSIVE				
1343016137945214976	NOT ABUSIVE				
1427292119966765064	NOT ABUSIVE				
1430966802113339406	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1365394980928253955	ABUSIVE	UNTARGETED			
1402170886350938113	NOT ABUSIVE				
1360408391173083138	NOT ABUSIVE				
1429906873587838985	NOT ABUSIVE				
1408786410874753024	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	DEROGATION AND DEHUMANIZATION
1401129547655880704	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1359323557482745858	NOT ABUSIVE				
1427998016322129925	ABUSIVE	GROUP	RACISM		
1427191591471570945	NOT ABUSIVE				
1340371281531777024	NOT ABUSIVE				
1421639523142938626	NOT ABUSIVE				
1335916847825219585	NOT ABUSIVE				
1365076689894653953	ABUSIVE	OTHERS			
1340401619113046022	NOT ABUSIVE				
1337077921341640707	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-CHRISTIANITY	ABUSIVE HUMOR
1404577653563158528	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-JUDAISM	ANIMOSITY
1407260055855009800	NOT ABUSIVE				
1336562903076532227	NOT ABUSIVE				
1337047932231692292	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-CHRISTIANITY	ANIMOSITY
1341599816669925382	NOT ABUSIVE				
1431611775175348229	ABUSIVE	OTHERS			
1380682186991484931	NOT ABUSIVE				
1406597301385244673	NOT ABUSIVE				
1405062296427274244	NOT ABUSIVE				
1403991641170587650	NOT ABUSIVE				
1339982841640341505	NOT ABUSIVE				
1340794123515641856	NOT ABUSIVE				
1427525716900556812	NOT ABUSIVE				
1337640458491736065	NOT ABUSIVE				
1335799105969393664	NOT ABUSIVE				
1341558656580657152	NOT ABUSIVE				
1340686808787640324	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-JUDAISM	DEROGATION AND DEHUMANIZATION
1340437646036922369	NOT ABUSIVE				
1343701096682954759	NOT ABUSIVE				
1381630411135127561	ABUSIVE	GROUP	RELIGIOUS HATE	ANTI-ISLAM	ANIMOSITY
1343123883759726593	NOT ABUSIVE				
